gene	uniprot_accession
COL22A1	H0YAX7
COL22A1	L8EAR4
NINL	Q9Y2I6
NINL	H0Y2V7
F5	P12259
F5	A0A0A0MRJ7
F5	A0A4P8D7E0
F5	A0A4P8D7E7
F5	A0A4V1DVZ0
F5	C8C1T0
F5	C8C1T1
F5	Q15430
F5	Q8IUL1
EDARADD	Q8WWZ3
EDARADD	A0A0K0VQ49
EDARADD	A0A1B0GV26
EDARADD	A0A2R8Y5E0
EDARADD	B1AL55
EDARADD	G8FL38
EDARADD	L0R849
MTX3	Q5HYI7
PAX9	P55771
PAX9	A0A669KBA7
PAX9	E9KY20
PAX9	E9KY40
PAX9	E9KY68
PAX9	Q2L4T1
PAX9	Q7Z4A7
FAM153A	Q9UHL3
FAM153A	A0A087WYN1
FAM153A	A8MWQ6
FAM153A	D6RCD4
FAM153A	D6REE0
FAM153A	D6REX6
FAM153A	D6RF32
FAM153A	D6RF64
FAM153A	D6RIF1
OR2B11	Q5JQS5
OR2B11	A0A126GVY5
OR2B11	A0A126GWG0
OR2B11	A0A126GWG4
OR2B11	A0A126GWH3
OR2B11	A0A126GWH8
OR2B11	A0A126GWJ4
CDH11	P55287
CDH11	A0A087X227
CDH11	H3BP26
CDH11	H3BPQ2
CDH11	H3BQB5
CDH11	H3BQH2
CDH11	H3BR78
CDH11	H3BSM4
CDH11	H3BUU9
CDH11	Q96CZ9
HRNR	Q86YZ3
MEP1A	Q16819
MEP1A	A0A7P0Z478
MEP1A	B7ZL91
DNAH10	Q8IVF4
DNAH10	A0A087WV07
DNAH10	A0A096LNK1
DNAH10	A0A0J9YWH2
DNAH10	A0A0J9YY17
DNAH10	A0A1C7CYW8
DNAH10	A0A669KB38
DNAH10	C4IXU6
DNAH10	F5H515
DNAH10	H0YGZ2
SERPIND1	P05546
SERPIND1	Q8IVC0
ZBTB46	Q86UZ6
ZBTB46	A0A494BZW5
WNT3A	P56704
SMOC1	Q9H4F8
SMOC1	A0A024R6E0
CPA6	Q8N4T0
MYH10	P35580
MYH10	A5XEH4
MYH10	E7ERA5
MYH10	G1UI33
CEP126	Q9P2H0
CEP126	A0A590UJH0
CEP126	A0A590UK33
CEP126	H0YDI0
CEP126	H0YF13
SLC7A9	P82251
SLC7A9	K7EKD0
MT4	P47944
VSTM2L	Q96N03
FOXE1	O00358
MAGEA3	P43357
MAGEA3	E7EMU0
PPP1R16B	Q96T49
MAGEA6	P43360
MAGEA6	E7ETG4
MAGEA6	E7EUF2
MAGEA6	Q6FGT7
MAGEA6	Q6FHI5
MAGEC1	O60732
ZFR2	Q9UPR6
ZFR2	A0A6I8PRF6
ZFR2	K7EKD7
ZFR2	K7EPY6
ZFR2	K7EQC0
TRIM72	Q6ZMU5
S100A12	P80511
TINCR	A0A2R8Y7D0
TINCR	A0A1B0GTR7
TINCR	A0A1B0GVN0
PRDM9	Q9NQV7
PRDM9	A0A0U1RQY2
PRDM9	A0A1B3TN72
PRDM9	A0A1B3TN76
PRDM9	A0A1B3TN77
PRDM9	A0A1B3TN79
PRDM9	A0A1B3TN80
PRDM9	A0A1B3TN81
PRDM9	A0A1B3TN82
PRDM9	A0A1B3TN83
PRDM9	A0A1B3TN90
PRDM9	A0A1B3TN92
PRDM9	A0A1B3TN96
PRDM9	A0A1D8X9D0
PRDM9	A0A1D8X9D4
PRDM9	A0A1D8X9D6
PRDM9	D2E450
PRDM9	D2E453
PRDM9	D2E456
PRDM9	D2E459
PRDM9	D2E482
PRDM9	D2E492
PRDM9	D2K7E5
PRDM9	D2K7E6
PRDM9	D2K7E7
PRDM9	D2K7E8
PRDM9	D2K7E9
PRDM9	D2K7F0
PRDM9	D2KI84
PRDM9	D2KI85
PRDM9	D2KI86
PRDM9	D2KI87
PRDM9	D2KI88
PRDM9	D2KI89
PRDM9	D2KI90
PRDM9	D2KI91
PRDM9	D6RD68
PRDM9	I6V2Q9
PRDM9	I6ZAW9
PRDM9	I6ZLR0
PRDM9	I6ZLR5
PRDM9	I7A6V7
PRDM9	I7A6W4
PRDM9	I7AFR5
PRDM9	I7AJB3
PRDM9	U5YQZ9
PRDM9	U5YR71
PRDM9	U5YS13
PRDM9	U5YS18
PRDM9	U5YU24
PRDM9	U5YUF0
PRDM9	U5YUF5
DDX53	Q86TM3
EEF1A2	Q05639
EEF1A2	A0A2R8Y488
EEF1A2	A0A2R8Y660
EEF1A2	A0A2R8YDN5
EEF1A2	A0A2U3TZH3
EEF1A2	A0A6Q8PFK6
BTN1A1	Q13410
BTN1A1	Q4VAN1
BTN1A1	Q4VAN2
GAGE12G	P0CL81
CSAG1	Q6PB30
CSAG1	H9KV60
MT3	P25713
MT3	A0A024R6R7
MT3	H3BPK2
MT3	H3BQX6
MT3	H3BTG5
CDH4	P55283
CDH4	A0A087WX99
CDH4	A0A0G2JRA4
IGFL1	Q6UW32
MAGEA12	P43365
LINGO4	Q6UY18
ITGAD	Q13349
TMPRSS15	P98073
TMPRSS15	E9PG70
CXCR1	P25024
PAK6	A0A024R9Q4
PAK6	H0YK38
PAK6	H0YK74
PAK6	H0YK91
PAK6	H0YKB6
PAK6	H0YL02
PAK6	H0YL16
PAK6	H0YL47
PAK6	H0YLZ9
PAK6	H0YM99
PAK6	H0YMS4
PAK6,PAK5	Q9NQU5
PAK5	Q9P286
ALOX15B	O15296
ALOX15B	I3L1D5
FOLH1	Q04609
FOLH1	E9PI29
FOLH1	E9PKM3
FOLH1	E9PLV0
FOLH1	E9PMK6
FOLH1	Q2VPJ0
SOST	Q9BQB4
C4A	P0C0L4
C4A	A0A0G2JPR0
C4A	A0A140TA32
C4A	A0A140TA44
C4A	A0A140TA49
C4A	Q30211
C4A	Q6U2K2
C4A	V9H0D6
SPATA21	Q7Z572
SPATA21	H7C5T0
SPATA21	Q5VXG6
GABBR2	O75899
GABBR2	A0A0U1RR59
GABBR2	A0A1B0GW60
GABBR2	H9NIL8
CXCR2	P25025
CXCR2	C9J1J7
CXCR2	C9J2F9
CXCR2	C9JG19
CXCR2	C9JW47
CXCR2	Q6LCZ7
ZNF98	A6NK75
ZNF98	M0QZH9
ZNF98	M0QZS3
ZNF98	M0R243
GBP5	Q96PP8
GBP5	E7ETN8
ZHX3	Q9H4I2
ZHX3	A0A0A0MST6
ZHX3	A0A0A0MSU5
ZHX3	F6UBH9
ZHX3	F6UQN6
ZHX3	F6XGA7
ZHX3	H0Y6F5
ZHX3	H0YLR4
ZHX3	H0YNY7
MIR9-1HG	Q13536
PGLYRP1	O75594
GJC2	Q5T442
GJC2	B9U3U6
SLC22A16	Q86VW1
SLC22A16	C9JGT0
SLC22A16	C9JTF8
SLC22A16	C9JU94
SLC22A16	Q96ER0
SLC22A16	X6RE50
COL15A1	P39059
COL15A1	A0A087X0K0
APLP1	P51693
APLP1	B7Z4G8
APLP1	F5GZ08
APLP1	K7ELK0
APLP1	K7EMN4
APLP1	K7EMS1
APLP1	K7EQJ4
APLP1	S4R3U6
TGM2	P21980
TGM2	A2A299
TGM2	A2A2A0
TGM2	Q6DKH2
TGM2	Q9BXQ0
PLPPR3	Q6T4P5
PLPPR3	A0A0J9YW95
PLPPR3	H0YBY4
PLPPR3	K7ELK5
CEACAM4	O75871
CEACAM4	A0A077JIU5
CEACAM4	A0A077JJN3
CEACAM4	M0R363
CCL27	Q9Y4X3
CCL27	B2RWM4
CCL27	Q5VZ77
CEACAM3	P40198
CEACAM3	B7Z5B4
CEACAM3	M0QXR5
CREM	Q03060
CREM	A0A0A0MSU8
CREM	C9IYM9
CREM	C9J2J0
CREM	C9J5A7
CREM	C9K092
CREM	E9PAR2
CREM	E9PB41
CREM	F8WB03
CREM	F8WDF2
CREM	G5E998
CREM	H7C4X0
CREM	J3KR46
CREM	Q9BYY5
CREM	R4GN75
ENTPD6	O75354
ENTPD6	H0Y3D0
ENTPD6	H0Y473
ENTPD6	H0Y5X0
ENTPD6	H0Y6Q1
ENTPD6	Q5QPI7
ENTPD6	Q5QPI9
ENTPD6	Q5QPJ3
ENTPD6	Q5QPJ4
ENTPD6	Q5QPJ6
ENTPD6	Q5QPJ7
PNMA6A	P0CW24
SELE	P16581
SELE	Q5TI72
SELE	Q5TI73
SELE	Q5TI74
SELE	Q5TI75
SELE	V9GYI4
CALB2	P22676
CALB2	A6NER6
CALB2	H3BMN5
CALB2	H3BN14
KASH5	Q8N6L0
KASH5	M0QX09
KASH5	M0QXT3
KASH5	M0QXW9
KASH5	M0QZT9
KASH5	M0QZW6
KASH5	M0R1C7
AKAP4	Q5JQC9
AKAP4	A0A075B6Q6
AKAP4	A0A075B6R4
AKAP4	A0A384MQY7
SLC5A11	Q8WWX8
SLC5A11	H3BN85
SLC5A11	I3L1G0
TNC	P24821
TNC	A0A024R884
TNC	A0A0U1RR80
TNC	A7MBN2
TNC	A9YUB8
TNC	E9PC84
TNC	F5H5D6
TNC	F5H7V9
TNC	H0YGZ3
TNC	J3QSU6
MUC16	Q8WXI7
MUC16	A0A3Q8B178
MUC16	A0A3S6HTB9
MUC16	M0QZZ9
MUC16	M0R2S7
MUC16	M0R2Y5
CR1	P17927
CR1	A0A2S1GUW1
CR1	A0A2S1GUW8
CR1	A0A346RCT4
CR1	A0A346RD54
CR1	A0A346RD63
CR1	A0A346RD80
CR1	A0A346RD82
CR1	E9PDY4
CR1	E9PQN4
CR1	H0YE06
CR1	Q5SBJ5
CR1	Q5SBJ6
CR1	Q5SBJ7
CR1	Q5SBJ8
CR1	Q5SBJ9
CR1	Q5SBK0
CR1	Q5SBK1
CR1	Q5SBK2
CR1	Q5SBK3
CR1	Q5SBK4
CR1	Q5SBK5
CR1	Q5SBK6
CR1	Q5SR44
CR1	Q9HB98
CR1	Q9HB99
CR1	Q9HC54
CR1	Q9HC55
CR1	V6EYC3
LYVE1	Q9Y5Y7
LYVE1	E7EPC7
LYVE1	F2Z296
SLC35F3	Q8IY50
STK31	Q9BXU1
STK31	A4D159
STK31	A4D160
STK31	C9JPB1
STK31	C9JQW5
STK31	E9PRQ0
STK31	F8W6E7
STK31	Q75MZ9
TMEM252	Q8N6L7
NRP1	O14786
NRP1	E7EX60
NRP1	E9PEP6
NRP1	H0Y4A0
NRP1	H0Y4N6
NRP1	H0Y7Z2
NRP1	Q5JWQ2
NRP1	Q5JWQ4
NRP1	Q5JWQ6
NRP1	Q5T7F0
NRP1	Q6X907
NRP1	Q71SW6
NRP1	Q7Z5M2
NRP1	Q9H2D7
NRP1	Q9H2D8
NRP1	Q9H2D9
NRP1	Q9H2E0
NRP1	Q9H2E1
NRP1	V9GYL7
NRP1,NELL1	Q92832
NELL1	F5H6I3
NELL1	J3KNC5
NELL1	K9UUD5
NELL1	Q4VB88
SPRED3	Q2MJR0
SPRED3	B9EKV1
SPRED3	K7EKP4
SPRED3	K7EPT9
SPRED3	K7EPU5
HS3ST3B1	Q9Y662
ZNF596	Q8TC21
ZNF596	A0A1W2PNU1
ZNF596	E5RHT8
ZNF596	E5RIL8
ZNF596	E5RIV8
ZNF596	E5RJH7
ZNF596	V9GYI9
ZNF596	V9GYV6
KCNJ15	Q99712
KCNJ15	A8MTZ5
KCNJ15	A8MVK1
KCNJ15	C9J0W5
KCNJ15	C9JTX1
KCNJ15	E7EPG3
KCNJ15	E7EWV2
KCNJ15	F8VW46
KCNJ15	F8VX74
FPR2	P25090
FPR2	M0QXD3
FPR2	M0QZ89
FPR2	M0R222
NCR1	O76036
NCR1	A0A0A0MQZ0
NCR1	A0A0A0MR94
NCR1	A0A0A0MTU0
NCR1	A0A0G2JM39
NCR1	A0A0G2JM44
NCR1	A0A0G2JMJ3
NCR1	A0A0G2JN63
NCR1	A0A0G2JN91
NCR1	A0A0G2JNH1
NCR1	M0QYD1
THSD7A	Q9UPZ6
THSD7A	A0A087WY08
IFT52	Q9Y366
MRC1	P22897
MRC1	L8E7Q9
MGAM	O43451
MGAM	A0A024R7A5
MGAM	A0A0J9YVZ3
MGAM	A0A0J9YX77
MGAM	E7ER45
MGAM	E7EW87
MGAM	E9PEQ5
MGAM	Q8TE24
MGAM	Q8TE25
VSTM1	Q6UX27
VSTM1	A0A0G2JPS7
VSTM1	A0A2R8Y636
VSTM1	D2DJS5
VSTM1	D2DJS6
VSTM1	D2E0V1
VSTM1	G8JLN4
VSTM1	H7C340
LILRA4	P59901
LILRA4	A0A075B7A5
LILRA4	A0A0G2JNG2
CYP21A2	P08686
CYP21A2	A0A023J7R6
CYP21A2	A0A0G2JJF2
CYP21A2	A0A1L6Z3K9
CYP21A2	A0A1L6Z3L5
CYP21A2	A0A1P8SW33
CYP21A2	A0A1P8SW42
CYP21A2	A0A1P8SW43
CYP21A2	A0A1P8SW53
CYP21A2	A0A1U9IMX4
CYP21A2	A0A2U7NZY9
CYP21A2	A0A4P2UTF4
CYP21A2	A0A4P2UU84
CYP21A2	A0A4P2V2R5
CYP21A2	A1A5B1
CYP21A2	A5HSJ6
CYP21A2	A6ZI22
CYP21A2	A8W368
CYP21A2	A9UF27
CYP21A2	A9UF28
CYP21A2	B2D081
CYP21A2	B2YHV6
CYP21A2	B2YHV7
CYP21A2	B6VE01
CYP21A2	B8YJC6
CYP21A2	C6K7H0
CYP21A2	C6K7H1
CYP21A2	C7DTU9
CYP21A2	C7DTV0
CYP21A2	C7DTV1
CYP21A2	C7DTV6
CYP21A2	C7DTW1
CYP21A2	C7DTW2
CYP21A2	C7DTW4
CYP21A2	C7DTW5
CYP21A2	C7DTW8
CYP21A2	C7DTX2
CYP21A2	C7DTX7
CYP21A2	C7DTX8
CYP21A2	C7DTX9
CYP21A2	C7DTY1
CYP21A2	C7DTY4
CYP21A2	C7DTY5
CYP21A2	C7DTZ2
CYP21A2	C7DU00
CYP21A2	C7DU02
CYP21A2	C7DU04
CYP21A2	C7DU10
CYP21A2	C7DU17
CYP21A2	E7EN87
CYP21A2	E7ERT7
CYP21A2	E7EVC0
CYP21A2	E9M5C7
CYP21A2	E9M5C8
CYP21A2	E9M5C9
CYP21A2	E9M5D0
CYP21A2	E9M5D1
CYP21A2	F8WBR4
CYP21A2	K9LHU1
CYP21A2	K9LHU7
CYP21A2	K9LHV1
CYP21A2	K9LHV3
CYP21A2	K9LII5
CYP21A2	K9LII7
CYP21A2	K9LIR4
CYP21A2	Q08AG9
CYP21A2	Q16742
CYP21A2	Q16874
CYP21A2	Q1EM51
CYP21A2	Q1EM52
CYP21A2	Q1EM53
CYP21A2	Q1H8Y2
CYP21A2	Q1H8Y3
CYP21A2	Q1H8Y4
CYP21A2	Q1H8Y5
CYP21A2	Q2UVX5
CYP21A2	Q2UVX6
CYP21A2	U5YU50
CYP21A2	V5WC48
SCG5	P05408
SCG5	C9J650
SCG5	C9JNY7
SCG5	H7C4X7
APLNR	P35414
RASGRP4	Q8TDF6
RASGRP4	C0LTP6
ASTN2	O75129
ASTN2	A0A0A0MRH9
ASTN2	B2RCB6
ASTN2	B7ZKP3
ASTN2	B7ZKP4
ASTN2	B7ZKP5
ASTN2	H0Y3A8
ASTN2	H7C3I6
ASTN2	X6R5P2
SLAMF7	Q9NQ25
SLAMF7	B4DVL7
SLAMF7	B4DW98
SLAMF7	R4GND0
RIMS1	Q86UR5
RIMS1	A0A0C4DFV1
RIMS1	E5RGM0
RIMS1	H0YBE7
RIMS1	H0YBU6
RIMS1	L8ECF5
RIMS1	Q3ZCW0
DISP3	Q9P2K9
DISP3	Q9UJD7
DNAH9	Q9NYC9
DNAH9	A2VCN3
DNAH9	A8KAY3
DNAH9	E7EP17
DNAH9	J3QLM9
DNAH9	J3QQK8
DNAH9	K7EMX3
DNAH9	K7EP21
DNAH9	L8E799
CLDN6	P56747
CLDN6	I3L1E7
OGN	P20774
OGN	A8K0R3
OGN	Q5TBF5
MYO3A	Q8NEV4
MYO3A	A0A2R8Y4D5
MYO3A	A0A2R8Y5M1
MYO3A	F5H0U9
MYO3A	Q0VD65
MYO3A	Q86VY5
CDCA8	Q53HL2
CGA	P01215
CGA	A0A087WYZ4
CGA	A0A0D9SFJ6
CGA	A0A0D9SGA7
CGA	A0A0R4J2F0
CGA	C0KRQ8
CGA	Q6I9S8
CGA	Q96QJ4
MYBL2	P10244
LINGO2	Q7L985
LINGO2	B7ZMN0
CCNE1	P24864
CCNE1	C9J2U0
CCNE1	F6KX26
CCNE1	I3L1Q9
CCNE1	I3L413
CCNE1	V5W5X2
C10orf90	Q96M02
C10orf90	A0A0A0MSX2
C10orf90	A0A0C4DGS3
C10orf90	H7C3F8
C10orf90	Q5T025
C10orf90	S4R3N7
C10orf90	S4R3Q7
CDC20	Q12834
CENPF	P49454
CENPF	A0A087WTY4
DEPDC1	Q5TB30
DEPDC1	E9PL61
DEPDC1	H0YES2
TMSB15A	P0CG34
ZIC2	O95409
ZIC2	A0A024RDY6
MAGEE2	Q8TD90
KIF14	Q15058
KIF2C	Q99661
KIF2C	H0Y5Z9
KIF2C	Q5JR89
KIF2C	Q5JR91
RP1L1	Q8IWN7
RP1L1	I0IUI6
RP1L1	I0IUI7
RP1L1	I0IUI8
SPAG5	Q96R06
SPAG5	A4FUA2
SPAG5	F5GZT2
SPAG5	J3KSV2
SPAG5	J3KTQ0
SPAG5	J3QRL6
SPAG5	J3QRV8
SPAG5	J3QS12
SPAG5	K7ELC8
SPAG5	K7ELG0
LEG1	Q6P5S2
AQP12B	A6NM10
AQP12B	B2RXL4
AQP12B	F2Z3N0
AQP12B	Q8IUS6
NEK2	P51955
NEK2	F6U4U2
RPRML	Q8N4K4
FAM72A	Q5TYM5
FAM72A	Q5TYM6
FAM72A	U3KPW2
FAM72A	U3KQ03
FAM72A	U3KQM2
SVIL	O95425
SVIL	A0A0J9YWY6
SVIL	A0A6I8PIX7
SVIL	A0A6I8PL75
SVIL	L0R8G3
SVIL	Q569J5
ADGRB2	O60241
ADGRB2	A2A3C1
ADGRB2	A2A3C2
ADGRB2	A2A3C3
ADGRB2	A2A3C4
ADGRB2	A2A3C6
ADGRB2	E9PND1
UAP1	Q16222
BIRC5	O15392
BIRC5	A0A0B4J1S3
BIRC5	A0A7L8XZM3
BIRC5	A3E0Z4
BIRC5	A3E0Z5
BIRC5	A3E0Z6
BIRC5	A3E0Z7
BIRC5	A3E0Z8
BIRC5	E7CU85
BIRC5	H3BLT4
BIRC5	K7ELG2
BIRC5	K7EMW2
BIRC5	K7EP76
ASPM	Q8IZT6
ASPM	A0A7P0T8U9
ASPM	A0A7P0Z491
ASPM	A0A7P0Z4R7
ASPM	Q4G1H0
ASPM	Q4G1H2
DIO1	P49895
DIO1	A0A087WVX4
DIO1	A0A087WYB0
DIO1	A0A087X0G2
DIO1	A0A182DWI2
DIO1	A8K415
DIO1	C6ZRC2
DIO1	E9PI35
DIO1	E9PM07
DIO1	F6RP93
GREM2	Q9H772
MAGEA9	P43362
SMC1B	Q8NDV3
SLC7A3	Q8WY07
PDHX	E9PLU0
PDHX	E9PRI6
PDHX	H0YD97
PDHX,PDX1	O00330
PDX1	P52945
NUF2	Q9BZD4
NUF2	B1AQT3
NUF2	B1AQT4
NUF2	E9PKH1
NUF2	E9PP32
NUF2	E9PQC4
SLURP1	P55000
NTF4	P34130
NTF4	M0R0X2
KCNB2	Q92953
CACNG8	A0A1X7SBR8
CACNG8,CACNG6	Q8WXS5
CACNG6	Q9BXT2
CACNG6	A6NFR2
CACNG6	A6NP74
EBP	Q15125
EBP	A0A024QYX0
EBP	C9J719
EBP	C9JJ78
CYP26A1	O43174
CYP26A1	A0A096LNN2
PTCHD1	Q96NR3
PTCHD1	H7C2M0
PTCHD1	X5D343
PTCHD1	X5D9N8
PTCHD1	X5DNX9
LRFN2	Q9ULH4
SMPX	Q9UHP9
SMPX	A0A024RBY1
SMPX	L8ECE6
PAX1	P15863
PAX1	A0A087WXV5
TMEM52	Q8NDY8
TMEM52	B1AKR2
TMEM52	B1AKR3
TMEM52	R4GMU3
TCEAL2	Q9H3H9
SLC6A11	P48066
KIF18B	Q86Y91
KIF18B	A0A494BYR6
KIF18B	Q6NWY8
SLC16A13	Q7RTY0
TMEM132B	Q14DG7
R3HDML	Q9H3Y0
SLC7A4	O43246
SLC7A4	C9JM63
EPHA10	Q5JZY3
EPHA10	F5GWI2
EPHA10	H0YCC9
EPHA10	H0YD12
EPHA10	H0YEP6
EPHA10	H0YER4
EPHA10	J3KQG3
EPHA10	Q4G0R4
UBE2C	O00762
UBE2C	A0A087WVK1
UBE2C	A0A0A0MSE8
UBE2C	K4DI81
UBE2C	Q5TZN3
FAM133A	Q8N9E0
TOP2A	P11388
TOP2A	A0A4D6UXC9
TOP2A	J3KTB7
TOP2A	J3QR57
C8orf74	Q6P047
C8orf74	E5RJ53
C8orf74	H0YBH0
KCNQ2	O43526
KCNQ2	A0A0D9SEV1
KCNQ2	A0A0D9SF10
KCNQ2	A0A0D9SFE0
KCNQ2	A0A0D9SG49
KCNQ2	A0A0D9SGD4
KCNQ2	A0A0D9SGG3
KCNQ2	A0A0D9SGJ7
KCNQ2	A0A0G2JH35
KCNQ2	A0A0G2JQC9
KCNQ2	A0A0G2JQG6
KCNQ2	A0A0G2JR54
KCNQ2	A0A0G2JR60
KCNQ2	A0A0G2JR98
KCNQ2	A0A0G2JRN9
KCNQ2	A0A0G2JRU6
KCNQ2	A0A0G2JS89
KCNQ2	A0A0G2JSD3
KCNQ2	A0A1B0GUK1
KCNQ2	A0A1B0GW14
KCNQ2	H0UI91
KCNQ2	Q4VXP6
KCNQ2	Q53Y30
PPBP	P02775
C10orf53	Q8N6V4
CAPN8	A6NHC0
CAPN8	A3QK36
CAPN8	B1B154
CAPN8	H0YDN4
CAPN8	H0YEJ4
CAPN8	H0YEQ4
CHAT	P28329
CHAT	A0A1W2PP46
CHAT	A0A1W2PRG4
CHAT	D3DX95
CHAT	Q6LEN5
CHAT	Q6LEN6
CHAT	R4GN13
NPPB	P16860
SLC16A11	Q8NCK7
SLC16A11	A0A669KBK5
SLC16A11	C9JRM8
SLC16A11	I3L431
HES7	Q9BYE0
HES7	J3KSH6
UPK1A	O00322
GBP1	P32455
GBP1	A0A348GSI6
GBP1	A0A7P0TAZ1
CILP2	Q8IUL8
CILP2	K7EPJ4
PLA2G2A	P14555
PLA2G2A	A0A024RA96
PLA2G2A	A0A3B3IRX2
PLA2G2A	Q8NI47
CCNE2	O96020
CCNE2	A0A024R9B0
CCNE2	E5RHN2
CCNE2	E5RK20
CCNE2	H0YBQ2
CCNE2	I6L961
CCNE2	L8EBC7
CCNE2	Q8WUE3
H2AC4	P04908
NKX2-2	O95096
TCP11	Q8WWU5
TCP11	A0A6E1WXZ9
TCP11	D6R8Y5
TCP11	D6R989
TCP11	D6R9D8
TCP11	D6R9R9
TCP11	D6RAC0
TCP11	D6RBE4
TCP11	D6RFY8
TCP11	D6RGC0
TCP11	D6RGY5
TCP11	D6RIW4
TCP11	H0Y8T8
MAP7D3	Q8IWC1
MAP7D3	A0A0A0MRP0
AURKB	Q96GD4
AURKB	J3KRF8
AURKB	J3KRJ2
AURKB	J3KT86
AURKB	J3KTD6
AURKB	J3QLN8
AURKB	J3QR41
RDM1	Q8NG50
RDM1	B4DZ74
RYR2	Q92736
RYR2	A0A590UJF6
RYR2	A0A590UJZ8
RYR2	A0A590UK06
RYR2	A0A590UKB7
RYR2	H7BY35
RYR2	L8E9M2
RTBDN	Q9BSG5
RTBDN	K7EIS2
RTBDN	K7EKV3
RTBDN	K7EM70
RTBDN	K7EN64
RTBDN	K7ENA4
RTBDN	K7EQL9
RTBDN	K7ES48
RTBDN	K7ESG0
RTBDN	K7ESL8
RTBDN	Q8N210
UHRF1	Q96T88
UHRF1	A0A087WTW0
UHRF1	A0A087WVR3
UHRF1	A0A087WWG9
UHRF1	L8ECE3
GSG1L	Q6UXU4
GSG1L	H3BNP0
MARCKSL1	P49006
CENPW	Q5EE01
CENPW	A0A0A0MRK5
E2F2	Q14209
GBP7	Q8N8V2
GBP7	A0A3B3IRS3
PHACTR3	Q96KR7
PHACTR3	A0A5F9ZHM5
PHACTR3	F6RP66
IL1RAPL1	Q9NZN1
IL1RAPL1	A0A0A0MR17
IL1RAPL1	A0A346RP49
IL1RAPL1	Q7Z2H0
IL1RAPL1	Q7Z2K4
IL1RAPL1	X5DNQ7
CRNN	Q9UBG3
OPRK1	P41145
OPRK1	A0A5F9ZI09
OPRK1	A0A6H0WB68
OPRK1	A0A6H0WCN5
OPRK1	E5RJI5
RBBP8NL	Q8NC74
CYP11B1	P15538
CYP11B1	A9UF29
CYP11B1	D2KC07
CYP11B1	H0YBR4
CYP11B1	Q4VAR0
CYP11B1	Q8TE38
CYP11B1	Q8TE39
CYP11B1	Q8TE40
CYP11B1	Q8TE41
DRD4	P21917
DRD4	A4LB49
DRD4	A4LB54
DRD4	A4LB56
DRD4	A4LBB9
DRD4	F6K0T3
DRD4	F6K0T7
DRD4	F6K0T8
DRD4	F6K0T9
DRD4	F6K0U0
DRD4	G5CTX6
DRD4	G9HV62
DRD4	G9HV63
DRD4	G9HV64
DRD4	G9HV65
DRD4	K9MAQ3
DRD4	K9MAQ4
DRD4	K9MAQ5
DRD4	K9MAU6
DRD4	K9MAU8
DRD4	K9MAZ0
DRD4	K9MAZ1
DRD4	K9MB44
DRD4	K9MB45
DRD4	K9MB71
DRD4	K9MB72
DRD4	Q0MTB8
DRD4	Q0MTB9
DRD4	Q76E76
DRD4	Q8IZB1
DRD4	Q8IZB2
DRD4	Q8IZB3
DRD4	Q8IZB4
DRD4	Q8IZB5
DRD4	Q8IZB6
DRD4	Q8IZB7
DRD4	Q8IZB8
DRD4	Q8IZB9
DRD4	Q8IZC0
DRD4	Q8WTQ0
DRD4	Q8WTQ5
DRD4	Q8WTR3
DRD4	Q8WTR5
DRD4	Q8WTR9
DRD4	Q8WTS5
DRD4	Q8WTS7
DRD4	Q8WTT3
DRD4	Q8WTT6
DRD4	Q8WTT7
DRD4	Q8WXL5
DRD4	Q8WXL6
DRD4	Q8WXL7
DRD4	Q8WXL8
DRD4	Q8WXL9
DRD4	Q8WXM0
DRD4	Q8WXM1
DRD4	Q8WXM3
DRD4	Q8WXM4
DRD4	Q8WXM5
DRD4	Q8WXM6
DRD4	Q8WXM7
DRD4	Q8WXM8
DRD4	Q8WXM9
DRD4	Q8WXN0
DRD4	Q8WXN1
DRD4	Q8WXN2
DRD4	Q8WXN3
DRD4	Q8WXN4
DRD4	Q8WXN5
DRD4	Q8WXN6
DRD4	Q8WXN7
DRD4	Q8WXN8
DRD4	Q8WXN9
DRD4	Q8WXP0
DRD4	Q8WXP1
DRD4	Q8WXP2
DRD4	Q8WXP3
DRD4	Q8WXP4
DRD4	Q8WXP5
DRD4	Q8WXP6
DRD4	Q8WXP7
SPINT3	P49223
SHANK1	Q9Y566
SHANK1	H9KV90
SHANK1	M0QYB5
CYP11B2	P19099
CYP11B2	Q16315
CYP11B2	Q16316
ARHGDIG	Q99819
ARHGDIG	A2ID99
ARHGDIG	A2IDA0
ARHGDIG	A2IDA1
ARHGDIG	C9J3B5
ARHGDIG	F1T0H7
ARHGDIG	Q4TT68
KCNT1	Q5JUK3
KCNT1	A0A0D9SEY3
KCNT1	A0A0D9SFC8
KCNT1	A0A0D9SFR1
KCNT1	A0A0K2GMW5
KCNT1	A0A0R4J2E0
KCNT1	A0A1B0GW26
KCNT1	A0A1B0GWC7
KCNT1	A0A6Q8PFE8
KCNT1	A0A6Q8PFI9
KCNT1	A0A6Q8PFS3
KCNT1	A0A6Q8PGM3
KCNT1	C9J9Y7
KCNT1	C9JAX7
KCNT1	C9JBV2
KCNT1	C9JYL2
KCNT1	F8WC49
ALOX15	P16050
ALOX15	D3DTK1
ALDH3B2	P48448
ALDH3B2	A0A669KAV1
ALDH3B2	A0A669KB42
ALDH3B2	A0A669KBB2
ALDH3B2	A0A669KBD2
ALDH3B2	E9PJV0
